lead_id,name,phone,email,city,country,type,notes
8cee4335-8c0a-4ed2-913e-b75dc9cd0851,Owner 7313,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
41630c82-adb0-4ce3-8c51-cd5ac48a15bc,Owner 2684,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
31581349-3dda-4c0a-8524-e8535d21c3c4,Owner 6624,+91XXXXXXXXXX,,New York,IN,Seller,Generated
098a1447-7ef9-47ed-82a8-a6f889b03128,Owner 6973,+91XXXXXXXXXX,,London,IN,Seller,Generated
52edea76-279d-4aa6-b09e-858ebcd82a2f,Owner 7682,+91XXXXXXXXXX,,London,IN,Seller,Generated
9622333e-348e-4228-91d0-c4964a878b2b,Owner 551,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
e049e17a-7936-46d1-9eef-9d09dc5c40aa,Owner 8668,+91XXXXXXXXXX,,London,IN,Seller,Generated
bed4ada9-a424-4927-8d85-fe1bf2a9f595,Owner 3815,+91XXXXXXXXXX,,London,IN,Seller,Generated
5c2faa43-f5d8-4d91-9e39-c1785a06bef8,Owner 2016,+91XXXXXXXXXX,,New York,IN,Seller,Generated
bd06dcec-f4a3-4482-b032-37ed8e0ec7cd,Owner 6434,+91XXXXXXXXXX,,London,IN,Seller,Generated
c4e023c1-e2fb-480a-9ff8-58addad6aff1,Owner 5059,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
38db2b04-7c42-42e2-9b2a-24da43823106,Owner 7015,+91XXXXXXXXXX,,London,IN,Seller,Generated
ef4c0614-1640-4092-bcf6-73f1be37df09,Owner 1297,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
7cde16d3-dc55-41fc-b766-fb6101d4d997,Owner 1765,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
f0bd9d03-faac-4ddb-9356-d9cc5bf7e10d,Owner 8225,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
