lead_id,name,phone,email,city,country,type,notes
779a5b13-e928-4f40-bc25-8faecccdc294,Owner 503,+91XXXXXXXXXX,,New York,IN,Seller,Generated
c7488669-d0ff-4e34-8974-f56e99fe6999,Owner 8754,+91XXXXXXXXXX,,New York,IN,Seller,Generated
f3382953-3027-4703-a1bc-38c592a38d6e,Owner 4785,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
545e8fef-e0c9-4b71-9f84-5d7e440f6e51,Owner 4569,+91XXXXXXXXXX,,London,IN,Seller,Generated
80b13ce8-0830-4913-9ece-d8775c3cfc7d,Owner 6380,+91XXXXXXXXXX,,London,IN,Seller,Generated
e8af3b50-c82f-4d0a-8078-01fec5b170df,Owner 9468,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
752d5a9e-30de-4d06-909d-8c5d466f3482,Owner 8806,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
7d0a4bb1-9937-43a5-81f8-c4ec294326fb,Owner 6008,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
1c11eb8f-90f5-4426-93db-2da48025edf7,Owner 2267,+91XXXXXXXXXX,,London,IN,Seller,Generated
3d1fdaa0-4502-412e-9e34-483aff36c877,Owner 1040,+91XXXXXXXXXX,,London,IN,Seller,Generated
0e95a7b5-453e-405b-ab77-c132aaf2b1ff,Owner 8077,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
ab2b4106-a4ce-4952-9ab1-a2645d88164d,Owner 3895,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
084fdeb2-155f-44af-a288-c2a85f2939c5,Owner 8124,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
bd238f83-fc9b-456b-9fdf-d160cbe01bf5,Owner 2970,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
82a0d535-57a4-44cf-ad19-0810a3ed2f49,Owner 8059,+91XXXXXXXXXX,,New York,IN,Seller,Generated
2de79f54-f1b3-4fdf-9419-dc3bc818e8e0,Owner 7624,+91XXXXXXXXXX,,New York,IN,Seller,Generated
0cc4e512-56af-4413-ac8e-79da613cc83f,Owner 5312,+91XXXXXXXXXX,,London,IN,Seller,Generated
3b7b0a28-690e-4af2-9083-c252100c8391,Owner 9733,+91XXXXXXXXXX,,New York,IN,Seller,Generated
