lead_id,name,phone,email,city,country,type,notes
bcb69777-2747-4052-bcf7-b1e8b34b5484,Owner 8529,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
425030ee-7b3a-45a2-9222-66f5c1f0cbeb,Owner 4180,+91XXXXXXXXXX,,New York,IN,Seller,Generated
8497ce6b-378f-4f53-b72c-09041a60150c,Owner 9622,+91XXXXXXXXXX,,London,IN,Seller,Generated
60938fbc-3c29-47c7-be1a-8d2ba4fd48fe,Owner 1558,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
d514c1d1-f1a8-4dab-bd7c-133d3791f7ba,Owner 7040,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
eb441028-0de1-4871-802c-ad928bcae60a,Owner 6872,+91XXXXXXXXXX,,London,IN,Seller,Generated
6285acbb-eae1-47dd-984e-e978b6627324,Owner 2197,+91XXXXXXXXXX,,New York,IN,Seller,Generated
b5535b9c-22b4-4c97-a8fa-cfab3b74da51,Owner 5404,+91XXXXXXXXXX,,London,IN,Seller,Generated
ce9c7de9-1171-418a-9a43-d89b91161d00,Owner 9880,+91XXXXXXXXXX,,New York,IN,Seller,Generated
66740b09-8ee8-4ede-93ef-94d37dd478a9,Owner 9709,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
470f0ac5-bc9c-4996-a17d-23f830448770,Owner 9812,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
ccff1094-4974-4543-8fb2-cb7346fb1eb7,Owner 3039,+91XXXXXXXXXX,,New York,IN,Seller,Generated
27975b0c-27be-4d11-b58f-78613eb81867,Owner 446,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
59a81c6a-c33c-4743-a818-7af60d837d06,Owner 2301,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
8898c525-e161-489b-8811-05e9ed6a906a,Owner 4870,+91XXXXXXXXXX,,London,IN,Seller,Generated
363b85a1-8cbc-48e4-a8c3-05a346dcc9f7,Owner 687,+91XXXXXXXXXX,,London,IN,Seller,Generated
952f1f89-e957-4340-b619-0aa467b2ae50,Owner 6237,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
ac2804de-e353-472e-9fe9-f68d7a514e43,Owner 8885,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
c9221a85-5afb-46dd-990d-7f5e88261041,Owner 1339,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
a9d9b538-9721-42f9-bb06-7e4bc7346097,Owner 619,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
1d2959df-f101-422d-915b-19942c3e42b0,Owner 8652,+91XXXXXXXXXX,,London,IN,Seller,Generated
a84a7125-e10b-476f-8a4b-827a28b1ed7b,Owner 5847,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
213a14d6-c3d0-44f5-8ac6-83a30769745a,Owner 2887,+91XXXXXXXXXX,,London,IN,Seller,Generated
e6741a27-ca41-4c08-8c1d-d578ee2aaf8a,Owner 5115,+91XXXXXXXXXX,,London,IN,Seller,Generated
5c50d79b-74a4-45da-b92d-b7720d1c148f,Owner 143,+91XXXXXXXXXX,,London,IN,Seller,Generated
98b2ef93-80ff-4c9f-ada2-af8dc7e7f0e7,Owner 8390,+91XXXXXXXXXX,,London,IN,Seller,Generated
af54006a-d2bd-482c-9f3c-f83fae4954f7,Owner 4521,+91XXXXXXXXXX,,New York,IN,Seller,Generated
deb0ba18-606b-40f0-8443-754bdda43b85,Owner 9443,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
fab28236-6cde-4c7b-9a86-dda8c02ec697,Owner 4135,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
8a45d95e-1b57-4d99-9af6-6048be464eda,Owner 9920,+91XXXXXXXXXX,,London,IN,Seller,Generated
7b842cf5-d93e-4636-aec4-1857e8c133a4,Owner 5534,+91XXXXXXXXXX,,London,IN,Seller,Generated
0a55a565-a59a-4452-956b-156ab1059cd7,Owner 9654,+91XXXXXXXXXX,,London,IN,Seller,Generated
2d32efd3-1294-49dc-a69c-fd9207f409d1,Owner 4726,+91XXXXXXXXXX,,London,IN,Seller,Generated
06472886-db2b-4126-98d9-437a479bb0ae,Owner 2492,+91XXXXXXXXXX,,London,IN,Seller,Generated
6d3b59bf-1575-4097-a842-7961e841b2a1,Owner 6955,+91XXXXXXXXXX,,London,IN,Seller,Generated
