lead_id,name,phone,email,city,country,type,notes
c6373a8b-c9d9-49bd-9026-8aac556ef9d6,Owner 1645,+91XXXXXXXXXX,,New York,IN,Seller,Generated
9b88b5fc-d8db-46b6-ac0d-421edc4c31a1,Owner 5373,+91XXXXXXXXXX,,New York,IN,Seller,Generated
0264f51a-4bcb-4448-bbb5-4d0fbd301e13,Owner 1899,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
1f0983cb-dc71-413f-90f5-72b5901d57fd,Owner 1504,+91XXXXXXXXXX,,London,IN,Seller,Generated
378ab0b5-3ee7-4d1a-b3b4-3421b8e171c5,Owner 1572,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
1e626612-8d1e-46e1-83cf-f9da86b18454,Owner 9650,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
855e50c1-975f-4098-a0b1-f35b8ddb5c82,Owner 3257,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
ec8bca59-b941-4485-886e-b1b4af77c159,Owner 3013,+91XXXXXXXXXX,,London,IN,Seller,Generated
f10734f3-deff-434c-9b9c-aab53b93c933,Owner 3072,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
0e91deac-3de9-40a9-a7c9-3dd4b12f19c0,Owner 5268,+91XXXXXXXXXX,,New York,IN,Seller,Generated
60efc942-847a-44f1-857d-941a24673551,Owner 5936,+91XXXXXXXXXX,,New York,IN,Seller,Generated
a6dfbb08-4efa-415b-a077-fb3d64b6dceb,Owner 2701,+91XXXXXXXXXX,,New York,IN,Seller,Generated
63f1ecec-c3b9-43f0-a546-b2d1a8434217,Owner 1129,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
d7df39b7-09b2-40cd-bbfc-7990f06c7cda,Owner 3663,+91XXXXXXXXXX,,London,IN,Seller,Generated
d567d09f-c2ec-4e3c-9e8e-e9bb8acf8bbf,Owner 9559,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
71755cf7-d18c-4108-bd33-2c076bbddbbc,Owner 383,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
2850bd62-1b86-427f-85b3-c35652bb7d92,Owner 3155,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
7d5dc802-6add-4ffc-8522-71420a4ca83e,Owner 6847,+91XXXXXXXXXX,,New York,IN,Seller,Generated
6b29f86d-0782-4f07-a84c-3e140bec6d9b,Owner 6120,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
f4f88940-e4ff-48e0-b1dc-461738790b3e,Owner 5330,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
4be0e31d-b7e9-47de-bdbb-1ebeea776694,Owner 2113,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
650e3518-e4cb-46ac-91e4-ccc7ad12c654,Owner 1925,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
7e697049-ca21-4c02-b8de-621ec1454a3e,Owner 4110,+91XXXXXXXXXX,,London,IN,Seller,Generated
45f66284-5f13-4abf-8202-92375f3656c0,Owner 823,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
061943b7-489c-4ec0-b8fa-420da400b655,Owner 4382,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
ac43618f-b1c1-480d-8d18-093c962595af,Owner 4640,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
a8327076-f60d-43c8-9a20-2ad5fc7ea32d,Owner 6615,+91XXXXXXXXXX,,London,IN,Seller,Generated
48ea1b74-3ba3-4cb2-97ea-0a85719e1a07,Owner 7311,+91XXXXXXXXXX,,New York,IN,Seller,Generated
