lead_id,name,phone,email,city,country,type,notes
b3174604-ff46-4e15-9118-94c87178096c,Owner 1587,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
c8dc0c98-ba4d-4e95-a6fb-40560adc4442,Owner 6622,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
4a057663-4493-4722-977f-53269bce205e,Owner 8386,+91XXXXXXXXXX,,New York,IN,Seller,Generated
6e0eebc2-3a83-455d-a7cf-6c5b9719901c,Owner 8211,+91XXXXXXXXXX,,London,IN,Seller,Generated
a787223c-58f9-4aa8-ac28-bfac16d63cb0,Owner 4519,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
b25e94c0-0e64-4c24-8355-251f1c059336,Owner 2897,+91XXXXXXXXXX,,London,IN,Seller,Generated
4691b9b0-acfb-4a02-8a77-5c32562187b1,Owner 1490,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
37101474-8c3f-4509-b8ef-449499b58c15,Owner 9781,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
6c9e85f0-befb-48a8-9eb8-d975a66daf40,Owner 7039,+91XXXXXXXXXX,,New York,IN,Seller,Generated
371c7d83-ec79-4073-a37e-833953e0add8,Owner 6595,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
a7e7eabf-a291-40ea-ac7d-67c788dc8b7d,Owner 2687,+91XXXXXXXXXX,,New York,IN,Seller,Generated
99cabce1-272e-40e4-a990-7466c7682300,Owner 9366,+91XXXXXXXXXX,,London,IN,Seller,Generated
996cd8d2-53f8-4673-ad15-85e9d554f6d3,Owner 2245,+91XXXXXXXXXX,,New York,IN,Seller,Generated
338ad44d-9544-41c6-8750-111750381355,Owner 8743,+91XXXXXXXXXX,,New York,IN,Seller,Generated
5af3c422-aecc-412b-b637-6d53050d70e7,Owner 9302,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
14c79fc9-f7d6-410e-97a1-1215c0aca7cc,Owner 6045,+91XXXXXXXXXX,,New York,IN,Seller,Generated
c439eb00-faaf-4ba7-a2be-185c2b043f89,Owner 3721,+91XXXXXXXXXX,,London,IN,Seller,Generated
71216023-cedd-4ac8-a7d0-1d8f4c93f9a0,Owner 5792,+91XXXXXXXXXX,,New York,IN,Seller,Generated
7daad0dd-ef50-4b7f-b673-d78e8f7f7eed,Owner 3231,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
5a969f75-74ff-42ca-9649-d0036b0c262f,Owner 2201,+91XXXXXXXXXX,,New York,IN,Seller,Generated
6bf61725-18e5-4663-993c-155cb07c46dd,Owner 940,+91XXXXXXXXXX,,New York,IN,Seller,Generated
b767481c-d328-404b-b542-de4dd1f99ef5,Owner 5810,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
d8b81034-ed36-4d96-8399-5a0c76eb7369,Owner 669,+91XXXXXXXXXX,,London,IN,Seller,Generated
68e359c3-3d39-4d86-98ab-de583f740ea2,Owner 4907,+91XXXXXXXXXX,,New York,IN,Seller,Generated
c6b94346-eec5-4fad-b77d-48455f994928,Owner 7219,+91XXXXXXXXXX,,London,IN,Seller,Generated
83d75856-8005-49ed-af81-745ca0cce56b,Owner 1975,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
40a6626b-46fe-431e-8f02-4e1a591eaf57,Owner 901,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
07cf3dee-826c-4124-b8da-a401e6759f8f,Owner 6624,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
476f927e-6b29-4cae-9745-25c79e7f185f,Owner 1110,+91XXXXXXXXXX,,London,IN,Seller,Generated
6988ef1e-ce17-48c4-b983-ad3979aa0787,Owner 6312,+91XXXXXXXXXX,,New York,IN,Seller,Generated
b9638875-febd-43d0-8fcd-d64cdc57e463,Owner 3939,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
181b4769-41aa-4492-acbc-1f4241335c4d,Owner 3172,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
9f8560cc-d358-4d66-8a3f-3756a3e15dce,Owner 5182,+91XXXXXXXXXX,,New York,IN,Seller,Generated
303cc262-fd9c-437e-89d9-be5c82014dc7,Owner 1840,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
4070024e-9841-4e12-9c58-94f9e0228289,Owner 9921,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
4dd29979-cda9-41ca-97f3-c790b4de0ba9,Owner 1817,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
616d1f95-b2a9-44eb-b68e-3f89f4375b4d,Owner 9558,+91XXXXXXXXXX,,London,IN,Seller,Generated
91d2f082-6473-4ab7-b617-36247839da9e,Owner 118,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
d6a1a102-d590-4d72-9f02-f5bf38b2b452,Owner 8622,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
b59bda40-baed-492e-8c7e-0ba1b8173642,Owner 6575,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
a97788ec-43e5-48d6-bd08-e85f23b0a0bd,Owner 2219,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
c23387e8-81e3-49ed-93d2-5051e5a770e8,Owner 8451,+91XXXXXXXXXX,,New York,IN,Seller,Generated
d924d7eb-713a-4cac-9172-dac8692128be,Owner 4616,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
4ed55cda-2606-4c9a-96aa-64aba39968ee,Owner 1862,+91XXXXXXXXXX,,London,IN,Seller,Generated
d7136753-17c5-41f3-8b00-80c7f5aabf6d,Owner 4888,+91XXXXXXXXXX,,New York,IN,Seller,Generated
516f30b3-93cb-4938-a7f5-997ccb1223cd,Owner 4172,+91XXXXXXXXXX,,New York,IN,Seller,Generated
10df9c36-55c4-4b82-903b-e4e016ab4238,Owner 1129,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
