lead_id,name,phone,email,city,country,type,notes
676e537b-946b-465d-92ed-c6640d45f6d9,Owner 1385,+91XXXXXXXXXX,,New York,IN,Seller,Generated
16229a67-07ec-491a-a269-847678ace846,Owner 4561,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
63a9d7fe-a3cf-46f0-bd8f-dafb6c5aee3e,Owner 6143,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
a8b6fc03-51f0-4b41-895c-9d5cad047935,Owner 756,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
bb69df17-c59d-49c0-86cb-99080e4a80e5,Owner 5919,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
bc4c407d-caeb-431b-9985-49b9f7d0b5b2,Owner 3762,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
4bac1b42-6fc5-4bb0-a464-0f4ba43e16f0,Owner 1163,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
f10a4d55-0dba-407b-8a4c-930188d74da6,Owner 6663,+91XXXXXXXXXX,,London,IN,Seller,Generated
661e0ee1-7b64-468c-9dfe-1e06aa1d05eb,Owner 9495,+91XXXXXXXXXX,,London,IN,Seller,Generated
bbfa61a4-34ff-43ff-b393-b8286a817d13,Owner 1250,+91XXXXXXXXXX,,London,IN,Seller,Generated
1e9b0ef5-4897-4b66-a136-a03f75d235fd,Owner 3627,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
fe71c73c-adf6-47ad-a7bc-00a39657e145,Owner 3035,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
39de9b40-c57b-4ecb-84eb-c49de108dacb,Owner 3598,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
5333aa65-5c12-428e-bf29-930f55a2a3c4,Owner 346,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
d53c09ea-d4f0-4fdf-a5f5-7cbe601d0ea5,Owner 262,+91XXXXXXXXXX,,London,IN,Seller,Generated
9fdbc634-95b1-4cfc-a92f-077c8c48fdbb,Owner 233,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
8b7e3e06-98ca-4659-aa0f-147f44461e1e,Owner 9633,+91XXXXXXXXXX,,New York,IN,Seller,Generated
c3e4ff19-c34a-4c32-b66f-6d6988ae1993,Owner 6268,+91XXXXXXXXXX,,London,IN,Seller,Generated
c8f65e6b-377a-490e-af0c-5c2006a5b1ee,Owner 6207,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
52d7fd0a-d64a-4d5a-8dc4-e78d8d5bc3c7,Owner 4430,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
9916982c-6fa3-4144-8210-8f11ab906ce3,Owner 7296,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
23772f85-eaca-47b4-8ff7-5186edb6aa59,Owner 431,+91XXXXXXXXXX,,New York,IN,Seller,Generated
d151c934-9ed0-41fb-a3f6-9cac4f19fdb4,Owner 8976,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
544896cb-286c-41cf-a66d-528986d6337c,Owner 1493,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
9b65582d-671b-419c-b460-c13fc7d2f318,Owner 6678,+91XXXXXXXXXX,,London,IN,Seller,Generated
2c0a6eac-c0d5-4969-8432-7464671b5e92,Owner 9687,+91XXXXXXXXXX,,London,IN,Seller,Generated
6ecbeb96-b2f3-4d20-a986-809daabfa1a7,Owner 1912,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
0644416d-3667-4209-8cf4-82980c5885ed,Owner 2417,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
08e2ebe3-2aa3-4ed0-88b1-2119621579da,Owner 5365,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
8b78a8e3-e9b6-4fa9-99c7-8d68f8649e6d,Owner 618,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
4043beea-586b-4138-8afd-0f77c6d6f476,Owner 4623,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
cde23589-8cd8-40a7-aeee-ea230eb55407,Owner 5669,+91XXXXXXXXXX,,New York,IN,Seller,Generated
ffa9e2dd-82b0-4503-ad37-69a41e93a68b,Owner 5791,+91XXXXXXXXXX,,New York,IN,Seller,Generated
a57e81b7-daa8-4ccb-bf92-e561f225c269,Owner 1321,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
54412edc-a761-4a59-8888-df38fae586fd,Owner 5713,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
162e86ba-4dd3-400b-8802-89e593d432bd,Owner 8264,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
2a030751-9817-4465-be9e-16860662d7b0,Owner 315,+91XXXXXXXXXX,,New York,IN,Seller,Generated
04bd9d90-1d8e-48a4-8b33-ed06a7e5a284,Owner 235,+91XXXXXXXXXX,,London,IN,Seller,Generated
