lead_id,name,phone,email,city,country,type,notes
311e4b04-d2d4-4cc5-98a1-d3207153a15a,Owner 706,+91XXXXXXXXXX,,London,IN,Seller,Generated
74b2fe35-d33f-41ef-9d4b-9e04b86e098d,Owner 4793,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
73edfc55-a2ff-4d98-a394-e44634696f9d,Owner 9255,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
0cf728d1-de3c-4867-9cf4-41b83e7dcb0f,Owner 5703,+91XXXXXXXXXX,,New York,IN,Seller,Generated
e2e2a5d9-22ff-4e61-8ad4-c5dcf426f1e9,Owner 1640,+91XXXXXXXXXX,,New York,IN,Seller,Generated
dccf25aa-87ba-4aee-87aa-ea38510543f3,Owner 413,+91XXXXXXXXXX,,London,IN,Seller,Generated
770f1744-d7b4-47cb-a9a6-cea34f949be0,Owner 5317,+91XXXXXXXXXX,,London,IN,Seller,Generated
4e0b7a1c-28ff-4cdb-a5df-b9c5637a5bb6,Owner 5643,+91XXXXXXXXXX,,London,IN,Seller,Generated
2225fc18-7144-46a9-848f-4235fac045f4,Owner 4858,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
bc5a6d42-06d3-484f-9b87-2febbc19e360,Owner 932,+91XXXXXXXXXX,,New York,IN,Seller,Generated
d4d7ddbd-ca4d-46e2-a2dd-3218e9e88df5,Owner 8873,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
ff4cbad0-85da-46c2-adf1-685da45de65e,Owner 1093,+91XXXXXXXXXX,,New York,IN,Seller,Generated
2b5b61ce-1554-402b-9895-a3427fa709fa,Owner 8237,+91XXXXXXXXXX,,London,IN,Seller,Generated
0dcfca11-ea1e-416d-9ca8-3d6cb1a710bc,Owner 670,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
33bf1984-5ba3-4d91-adad-219d989fb560,Owner 2359,+91XXXXXXXXXX,,New York,IN,Seller,Generated
30298a96-ea9a-4d59-8ed8-0c8a55a18a09,Owner 8593,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
de2f102b-3995-44b8-bb70-641c1f98956c,Owner 9731,+91XXXXXXXXXX,,New York,IN,Seller,Generated
c52ebadf-4258-461f-9e47-6353a7cd6d39,Owner 3517,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
4ef951aa-6967-43eb-afd7-5116f24f1199,Owner 9643,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
22d8d420-3208-4130-bfa7-848b98b845c3,Owner 7625,+91XXXXXXXXXX,,London,IN,Seller,Generated
1686fcce-5c77-43d3-9a4c-e0ffb5d8274f,Owner 1168,+91XXXXXXXXXX,,London,IN,Seller,Generated
0d97d433-aa35-4fc8-937f-a3ba6f6eef2a,Owner 5385,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
22c1b31e-e3c3-49f0-9955-e5aeeb00a794,Owner 6343,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
0b28c918-54c9-4de2-a21e-9731376db83c,Owner 253,+91XXXXXXXXXX,,Mumbai,IN,Seller,Generated
8ffdddae-708a-4e67-bf2b-d1500dac0b8f,Owner 8601,+91XXXXXXXXXX,,Delhi,IN,Seller,Generated
a43d8641-47f0-41f3-9b7a-45845c86523f,Owner 3495,+91XXXXXXXXXX,,New York,IN,Seller,Generated
